YEAR,LOCATION,AREA,RAINFALL,TEMPERATURE,SOIL_TYPE,IRRIGATION,YEILDS,HUMIDITY,CROPS,PRICE,SEASON,YEAR_GROUP,RAINFALL_GROUP
2014,Chikmangaluru,421,3296.26,42,Drained loam,Basin,1901,56,Pepper,45186,Rabi,Y2,High
2015,Chikmangaluru,10657,3296.26,42,Drained loam,Basin,972,57,Pepper,238542,Rabi,Y2,High
2011,Chikmangaluru,144,3696,27.2,Drained loam,Basin,9,53,Arecanut,238542,Rabi,Y2,High
2012,Chikmangaluru,9821,3696,27.2,Clay loam,Basin,12,52,Arecanut,1516,Rabi,Y2,High
2013,Chikmangaluru,46218,3696,27.2,Clay loam,Basin,2089,51,Arecanut,57259,Rabi,Y2,High
2014,Chikmangaluru,128,3965.94,27,Clay loam,Basin,2810,57,Arecanut,234779,Rabi,Y2,High
2015,Chikmangaluru,9455,3965.94,27,Clay loam,Basin,841,57,Arecanut,1493,Rabi,Y2,High
2010,Gulbarga,50,3625.6,152,Alluvial,Drip,231,56.6,Coconut,234581,Rabi,Y2,High
2011,Gulbarga,38,3625.6,153,Alluvial,Drip,18951,55.5,Coconut,646,Rabi,Y2,High
2012,Gulbarga,46061,3625.6,154,Alluvial,Drip,110579,58.5,Coconut,43562,Rabi,Y2,High
2013,Gulbarga,421,3905,155,Alluvial,Drip,221,59.5,Coconut,200000,Rabi,Y2,High
2014,Gulbarga,10657,3905,156,Alluvial,Drip,15362,55,Coconut,4847,Rabi,Y2,High
2015,Gulbarga,45878,3905,157,Alluvial,Drip,120373,53,Coconut,51239,Rabi,Y2,High
2010,Gulbarga,144,3415.5,167,Alluvial,Drip,8954,58,Coconut,234779,Rabi,Y2,High
2011,Gulbarga,9821,3415.5,168,Alluvial,Drip,42915,58,Coconut,1493,Rabi,Y2,High
2012,Gulbarga,46218,3415.5,169,Laterite,Drip,9230,59,Coconut,64409,Rabi,Y2,High
2015,Gulbarga,45936,3193.41,172,Laterite,Drip,49084,53,Coconut,43311,Rabi,Y2,High
2010,Gulbarga,93,3193.41,182,Laterite,Basin,54,56.6,Coconut,216396,Rabi,Y2,High
2011,Gulbarga,7415,3193.41,183,Laterite,Basin,13,55.5,Coconut,2644,Rabi,Y2,High
2012,Gulbarga,40107,3296.26,184,Laterite,Basin,123,58.5,Coconut,44235,Rabi,Y2,High
2013,Gulbarga,86,3296.26,185,Laterite,Basin,19,59.5,Coconut,203317,Rabi,Y2,High
2014,Gulbarga,6254,3296.26,186,Laterite,Basin,32,55,Coconut,2134,Rabi,Y2,High
2015,Gulbarga,40197,3875.08,187,Laterite,Basin,8,53,Coconut,45186,Rabi,Y2,High
2010,Gulbarga,4517,3696,197,Laterite,Basin,3,58,Coconut,51239,Rabi,Y2,High
2011,Gulbarga,4614,3696,198,Laterite,Basin,58637,58,Coconut,216396,Rabi,Y2,High
2012,Gulbarga,4657,3965.94,199,Black,Basin,59777,59,Coconut,2644,Rabi,Y2,High
2013,Gulbarga,4765,3965.94,200,Black,Basin,60528,50,Coconut,44235,Rabi,Y2,High
2014,Gulbarga,4927,3965.94,201,Black,Basin,61126,54,Coconut,203317,Rabi,Y2,High
2015,Gulbarga,5278,3863.64,202,Black,Basin,623687,53,Coconut,2134,Rabi,Y2,High
2010,Gulbarga,14,4019.4,212,Sandy loam,Basin,313547,56.6,Coconut,43311,Rabi,Y2,High
2011,Gulbarga,4,4019.4,213,Sandy loam,Basin,2783,55.5,Coconut,24848,Rabi,Y2,High
2010,Gulbarga,1,3193.41,27,Sandy loam,Spray,71,58,Coconut,45186,Rabi,Y2,High
2011,Gulbarga,12362,3296.26,27.2,Sandy loam,Spray,3961,58,Coconut,238542,Rabi,Y2,High
2012,Gulbarga,12603,3296.26,27.2,Sandy loam,Spray,4247,59,Coconut,1516,Rabi,Y2,High
2013,Gulbarga,12761,3296.26,27.2,Sandy loam,Spray,3290,50,Coconut,57259,Rabi,Y2,High
2014,Gulbarga,12887,3875.08,27,Sandy loam,Spray,3138,54,Coconut,234779,Rabi,Y2,High
2015,Gulbarga,13018,3875.08,27,Sandy loam,Spray,3423,53,Coconut,1493,Rabi,Y2,High
2010,Gulbarga,16043,3875.08,27.1,Red ,Spray,3647,56.6,Coconut,43562,Rabi,Y2,High
2011,Gulbarga,2832,4102.78,26.8,Red ,Spray,393,55.5,Coconut,200000,Rabi,Y2,High
2012,Gulbarga,2320,4102.78,26.8,Red ,Spray,167,58.5,Coconut,4847,Rabi,Y2,High
2013,Gulbarga,1432,4102.78,26.8,Red ,Spray,71,59.5,Coconut,51239,Rabi,Y2,High
2010,Madikeri,48,3863.64,40,Red ,Spray,12,58,Coconut,216396,Rabi,Y2,High
2011,Madikeri,2419,3625.6,41,Red ,Spray,2089,58,Coconut,2644,Rabi,Y2,High
2012,Madikeri,2080,3625.6,41,Red ,Spray,2810,59,Coconut,44235,Rabi,Y2,High
2013,Madikeri,1969,3625.6,41,Red ,Spray,841,50,Coconut,203317,Rabi,Y2,High
2014,Madikeri,1798,3905,42,Red ,Spray,3550,54,Coconut,2134,Rabi,Y2,High
2015,Madikeri,1805,3905,42,Red ,Drip,109,53,Cocoa,45186,Rabi,Y2,High
2011,Madikeri,1321,3415.5,27.2,Red ,Drip,127919,55.5,Coffee,761,Rabi,Y2,High
2012,Madikeri,511,3415.5,27.2,Black,Drip,75340,58.5,Coffee,45608,Rabi,Y2,High
2013,Madikeri,366,3415.5,27,Black,Drip,29170,59.5,Coffee,234581,Rabi,Y2,High
2010,Hassan,32,3193.41,26.8,Black,Drip,4,58,Cardamum,238542,Rabi,Y2,High
2011,Hassan,5377,3193.41,26.8,Black,Drip,9,58,Cardamum,1516,Rabi,Y2,High
2012,Hassan,5968,3193.41,26.8,Black,Drip,12,59,Cardamum,57259,Rabi,Y2,High
2013,Hassan,6035,3296.26,37,Black,Drip,2089,50,Cardamum,234779,Rabi,Y2,High
2014,Hassan,5288,3296.26,37,Black,Drip,2810,54,Cardamum,1493,Rabi,Y2,High
2015,Hassan,293,3296.26,37,Black,Drip,841,53,Cardamum,64409,Rabi,Y2,High
2010,Hassan,3284,3696,27,Black,Drip,1939,56.6,Pepper,200000,Rabi,Y2,High
2011,Hassan,1237,3696,27,Black,Drip,1871,55.5,Pepper,4847,Rabi,Y2,High
2012,Hassan,1151,3696,27,Black,Drip,1868,58.5,Pepper,51239,Rabi,Y2,High
2013,Hassan,11955,3965.94,27,Gravelly sand,Drip,127919,59.5,Pepper,216396,Rabi,Y2,High
2014,Hassan,46907,3965.94,27,Gravelly sand,Basin,75340,55,Pepper,2644,Rabi,Y2,High
2015,Hassan,653,3193.41,27.2,Gravelly sand,Basin,29170,53,Pepper,44235,Rabi,Y2,High
2010,Hassan,46538,3696,27.2,Gravelly sand,Basin,3830,58,Arecanut,44235,Rabi,Y2,High
2011,Hassan,131,3696,27.1,Gravelly sand,Basin,4,59,Arecanut,203317,Rabi,Y2,High
2012,Hassan,9819,3696,27.1,Gravelly sand,Basin,9,50,Arecanut,2134,Rabi,Y2,High
2013,Hassan,46220,3965.94,27.1,Gravelly sand,Basin,12,54,Arecanut,45186,Rabi,Y2,High
2014,Hassan,144,3965.94,26.8,Gravelly sand,Basin,2089,53,Arecanut,238542,Rabi,Y2,High
2015,Hassan,9821,3965.94,26.8,Gravelly sand,Basin,2810,52,Arecanut,1516,Rabi,Y2,High
2012,Hassan,46907,3625.6,37,Gravelly sand,Basin,3368,60,Arecanut,64409,Rabi,Y2,High
2013,Hassan,653,3625.6,38,Gravelly sand,Basin,3671,57,Ginger,249978,Rabi,Y2,High
2014,Hassan,11597,3625.6,38,Gravelly sand,Basin,2404,57,Ginger,637,Rabi,Y2,High
2015,Hassan,46061,3905,38,Gravelly sand,Basin,2805,54,Ginger,43311,Rabi,Y2,High
2011,Hassan,46220,3415.5,42,Gravelly sand,Basin,874,57.5,Ginger,44235,Rabi,Y2,High
2012,Hassan,144,3415.5,43,Gravelly sand,Basin,592,57,Tea,203317,Rabi,Y2,High
2013,Hassan,9821,3415.5,43,Gravelly sand,Basin,864,55,Tea,2134,Rabi,Y2,High
2011,Hassan,11597,3296.26,27,Loam,Spray,3830,50,Tea,1493,Rabi,Y2,High
2012,Hassan,46061,3296.26,27.2,Loam,Spray,313547,54,Tea,64409,Rabi,Y2,High
2013,Hassan,421,3296.26,27.2,Loam,Spray,2783,53,Tea,249978,Rabi,Y2,High
2014,Hassan,10657,3875.08,27.2,Loam,Spray,1533,52,Tea,637,Rabi,Y2,High
2015,Hassan,45878,3875.08,27,Loam,Spray,1647,51,Tea,43311,Rabi,Y2,High
2010,Hassan,653,3875.08,27.1,Loam,Spray,121,58.5,Paddy,216396,Rabi,Y2,High
2011,Hassan,11597,4102.78,27.1,Loam,Spray,103,59.5,Paddy,2644,Rabi,Y2,High
2012,Hassan,46061,4102.78,26.8,Loam,Spray,71,55,Paddy,44235,Rabi,Y2,High
2013,Hassan,421,4102.78,26.8,Loam,Spray,3961,53,Paddy,203317,Rabi,Y2,High
2012,Hassan,46538,3965.94,39,Well drained,Spray,4167,56,Groundnut,216396,Rabi,Y2,High
2013,Hassan,131,3965.94,39,Well drained,Spray,4479,54,Groundnut,2644,Rabi,Y2,High
2014,Hassan,9819,3863.64,39,Well drained,Spray,3699,58,Groundnut,44235,Rabi,Y2,High
2015,Hassan,46220,3863.64,40,Well drained,Spray,4904,58,Groundnut,203317,Rabi,Y2,High
2010,Hassan,129,4019.4,27,Medium textured clay,Spray,1533,57,Blackgram,637,Rabi,Y2,High
2014,Hassan,99,3193.41,27,Medium textured clay,Drip,103,56,Blackgram,2644,Rabi,Y2,High
2015,Hassan,6142,3193.41,27,Medium textured clay,Drip,71,59.5,Blackgram,44235,Rabi,Y2,High
2010,Mangalore,4657,3193.41,26.8,Laterite,Drip,4479,56,Cashew,249978,Rabi,Y2,High
2011,Mangalore,4765,3296.26,37,Laterite,Drip,3699,54,Cashew,637,Rabi,Y2,High
2012,Mangalore,4927,3296.26,37,Laterite,Drip,4904,58,Cashew,43311,Rabi,Y2,High
2013,Mangalore,5278,3296.26,37,Laterite,Drip,2821,58,Cashew,24848,Rabi,Y2,High
2014,Mangalore,6325,3875.08,38,Laterite,Drip,3472,59,Cashew,761,Rabi,Y2,High
2015,Mangalore,6663,3875.08,38,Laterite,Drip,3647,50,Cashew,45608,Rabi,Y2,High
2013,Mangalore,29,4102.78,39,Laterite,Drip,52,55,Coconut,200000,Rabi,Y2,High
2010,Kodagu,8,3296.26,128,Laterite,Drip,124492,58,Coconut,4847,Rabi,Y2,High
2011,Kodagu,19,3296.26,129,Laterite,Drip,792,59,Coconut,51239,Rabi,Y2,High
2012,Kodagu,10,3296.26,130,Alluvial,Drip,34153,50,Ginger,216396,Rabi,Y2,High
2013,Kodagu,4,3875.08,131,Alluvial,Drip,2570,54,Ginger,2644,Rabi,Y2,High
2014,Kodagu,14,3875.08,132,Alluvial,Drip,27170,53,Ginger,44235,Rabi,Y2,High
2015,Kodagu,7,3875.08,133,Alluvial,Basin,114744,59.5,Ginger,203317,Rabi,Y2,High
2013,Kodagu,13388,3696,141,Alluvial,Basin,30362,57,Ginger,64409,Rabi,Y2,High
2014,Kodagu,13478,3696,142,Alluvial,Basin,124492,55,Ginger,249978,Rabi,Y2,High
2015,Kodagu,13508,3965.94,143,Alluvial,Basin,792,56,Ginger,637,Rabi,Y2,High
2010,Kodagu,1432,4019.4,27.2,Alluvial,Drip,23099,59,Coconut,45186,Rabi,Y2,High
2011,Kodagu,1168,4019.4,27,Alluvial,Drip,117826,50,Coconut,238542,Rabi,Y2,High
2012,Mysuru,4,4019.4,27,Sandy loam,Drip,336,54,Coconut,1516,Rabi,Y2,High
2013,Mysuru,68,3415.5,27.1,Sandy loam,Drip,231,54,Coconut,761,Rabi,Y2,High
2010,Mysuru,1853,3905,39,Sandy loam,Drip,8700,57.5,Coconut,2134,Rabi,Y2,High
2011,Mysuru,1845,4019.4,39,Sandy loam,Drip,41266,57,Coconut,45186,Rabi,Y2,High
2012,Mysuru,1679,4019.4,40,Sandy loam,Drip,8838,55,Coconut,238542,Rabi,Y2,High
2013,Mysuru,1657,4019.4,40,Sandy loam,Drip,8954,56,Coconut,1516,Rabi,Y2,High
2015,Mysuru,74,3193.41,27,Sandy,Basin,3,60,Coconut,646,Rabi,Y2,High
2010,Mysuru,5823,3296.26,27,Sandy loam,Basin,10,53,Coconut,45186,Rabi,Y2,High
2011,Mysuru,6038,3296.26,27,Sandy loam,Basin,29,53.5,Coconut,238542,Rabi,Y2,High
2012,Mysuru,5567,3875.08,27,Sandy loam,Basin,44,52.5,Coconut,1516,Rabi,Y2,High
2013,Mysuru,5853,3875.08,27.2,Sandy loam,Basin,33,56,Coconut,57259,Rabi,Y2,High
2014,Mysuru,4698,3875.08,27.2,Sandy loam,Basin,14,57,Coconut,234779,Rabi,Y2,High
2015,Mysuru,4209,4102.78,27.2,Sandy loam,Basin,56,57.5,Coconut,1493,Rabi,Y2,High
2013,Kasaragodu,311,3696,37,Sandy loam,Basin,61126,59,Coconut,2644,Rabi,Y2,High
2014,Kasaragodu,26,3696,37,Sandy loam,Basin,623687,50,Coconut,44235,Rabi,Y2,High
2015,Kasaragodu,10,3965.94,37,Sandy loam,Basin,63504,54,Coconut,203317,Rabi,Y2,High
2010,Kasaragodu,46061,3905,41,Sandy loam,Basin,2783,54.5,Coconut,637,Rabi,Y2,High
2011,Kasaragodu,421,3905,41,Sandy loam,Basin,1533,56.6,Coconut,43311,Rabi,Y2,High
2012,Kasaragodu,10657,4019.4,41,Sandy loam,Basin,1647,55.5,Coconut,24848,Rabi,Y2,High
2013,Kasaragodu,45878,4019.4,42,Sandy loam,Basin,975,58.5,Coconut,761,Rabi,Y2,High
2014,Kasaragodu,185,4019.4,42,Sandy loam,Basin,2,59.5,Coconut,45608,Rabi,Y2,High
2013,Chikmangaluru,5288,3296.26,37,Clay loam,Basin,3830,58,Tea,57259,Rabi,Y2,High
2014,Chikmangaluru,293,3875.08,37,Clay loam,Spray,313547,59,Tea,234779,Rabi,Y2,High
2015,Chikmangaluru,5823,3875.08,38,Clay loam,Spray,2783,50,Tea,1493,Zaid,Y2,High
2010,Chikmangaluru,1237,3696,41,Clay loam,Spray,187,54,Paddy,43562,Zaid,Y2,High
2011,Chikmangaluru,1151,3965.94,41,Clay loam,Spray,187,54.5,Paddy,200000,Zaid,Y2,High
2012,Chikmangaluru,11955,3965.94,42,Clay loam,Spray,121,56.6,Paddy,4847,Zaid,Y2,High
2013,Chikmangaluru,46907,3965.94,42,Clay loam,Spray,103,55.5,Paddy,51239,Zaid,Y2,High
2014,Chikmangaluru,653,3863.64,42,Clay loam,Spray,71,58.5,Paddy,216396,Zaid,Y2,High
2015,Chikmangaluru,11597,3863.64,43,Clay loam,Spray,3961,59.5,Paddy,2644,Zaid,Y2,High
2010,Chikmangaluru,46538,4019.4,27,Medium textured ,Spray,3699,56,Groundnut,216396,Zaid,Y2,High
2010,Chikmangaluru,45878,3296.26,37,Alluvial,Spray,836,54,Blackgram,24848,Zaid,Y2,High
2011,Chikmangaluru,185,3296.26,37,Alluvial,Spray,806,54.5,Blackgram,761,Zaid,Y2,High
2012,Chikmangaluru,9830,3296.26,37,Alluvial,Spray,880,56.6,Blackgram,45608,Zaid,Y2,High
2013,Chikmangaluru,46251,3875.08,38,Alluvial,Drip,770,55.5,Blackgram,234581,Zaid,Y2,High
2014,Chikmangaluru,159,3875.08,38,Alluvial,Drip,395,58.5,Blackgram,646,Zaid,Y2,High
2015,Chikmangaluru,9651,3875.08,38,Alluvial,Drip,187,59.5,Blackgram,43562,Zaid,Y2,High
2010,Hassan,46907,3965.94,42,Alluvial,Drip,3899,52.5,Cashew,238542,Zaid,Y2,High
2011,Hassan,653,3965.94,42,Alluvial,Drip,4015,56,Cashew,1516,Zaid,Y2,High
2012,Hassan,11597,3965.94,42,Alluvial,Drip,4279,57,Cashew,57259,Zaid,Y2,High
2013,Hassan,46061,3863.64,43,Alluvial,Drip,4167,57.5,Cashew,234779,Zaid,Y2,High
2014,Hassan,421,3863.64,43,Alluvial,Drip,4479,57,Cashew,1493,Zaid,Y2,High
2015,Hassan,10657,3863.64,128,Alluvial,Drip,3699,55,Cashew,64409,Zaid,Y2,High
2010,Hassan,46220,3296.26,27.2,Alluvial,Drip,114744,54,Ginger,2644,Zaid,Y2,High
2011,Hassan,144,3875.08,27,Alluvial,Drip,1402,53,Ginger,44235,Zaid,Y2,High
2012,Hassan,9821,3875.08,27,Sandy loam,Basin,23456,59.5,Ginger,203317,Zaid,Y2,High
2013,Hassan,46218,3875.08,27,Sandy loam,Basin,107809,55,Ginger,2134,Zaid,Y2,High
2014,Hassan,128,4102.78,27,Sandy loam,Basin,1132,53,Ginger,45186,Zaid,Y2,High
2015,Hassan,9455,4102.78,27,Sandy loam,Basin,23960,53.5,Ginger,238542,Zaid,Y2,High
2010,Hassan,42291,3965.94,26.8,Sandy loam,Drip,131763,57.5,Coconut,4847,Zaid,Y2,High
2011,Hassan,93,3863.64,37,Sandy loam,Drip,404,57,Coconut,51239,Zaid,Y2,High
2012,Hassan,7415,3863.64,37,Sandy loam,Drip,24184,55,Coconut,216396,Zaid,Y2,High
2013,Hassan,40107,3863.64,37,Sandy loam,Drip,124387,56,Coconut,2644,Zaid,Y2,High
2014,Hassan,86,3625.6,38,Sandy loam,Drip,343,54,Coconut,44235,Zaid,Y2,High
2015,Hassan,6254,3625.6,38,Sandy loam,Drip,23099,58,Coconut,203317,Zaid,Y2,High
2014,Hassan,4765,3415.5,43,Sandy loam,Drip,221,54.5,Coconut,45608,Zaid,Y2,High
2015,Hassan,4927,3415.5,43,Sandy loam,Drip,15362,56.6,Coconut,234581,Zaid,Y2,High
2012,Hassan,4,3193.41,27,Sandy loam,Drip,42915,55,Coconut,238542,Zaid,Y2,High
2013,Hassan,35,3193.41,27,Sandy loam,Drip,9230,56,Coconut,1516,Zaid,Y2,High
2014,Hassan,5,3193.41,27,Sandy loam,Drip,44313,54,Coconut,57259,Zaid,Y2,High
2015,Hassan,11,3296.26,27,Sandy loam,Drip,45820,58,Coconut,234779,Zaid,Y2,High
2012,Hassan,12362,3696,37,Sandy,Basin,13,57,Coconut,200000,Zaid,Y2,High
2013,Hassan,12603,3696,38,Sandy,Basin,123,54,Coconut,4847,Zaid,Y2,High
2014,Hassan,12761,3696,38,Sandy,Basin,19,54.5,Coconut,51239,Zaid,Y2,High
2015,Hassan,12887,3965.94,38,Sandy,Basin,32,56.6,Coconut,216396,Zaid,Y2,High
2010,Mangalore,15994,3905,27,Sandy,Basin,98,57.5,Coconut,1493,Zaid,Y2,High
2011,Mangalore,16043,3905,27,Sandy,Basin,3,57,Coconut,64409,Zaid,Y2,High
2012,Mangalore,2832,4019.4,27.2,Sandy,Basin,58637,55,Coconut,249978,Zaid,Y2,High
2013,Mangalore,2320,4019.4,27.2,Sandy,Basin,59777,56,Coconut,200000,Zaid,Y2,High
2014,Mangalore,1432,4019.4,27.2,Sandy,Basin,60528,54,Coconut,4847,Zaid,Y2,High
2010,Mangalore,48,3193.41,27.1,Clay,Basin,313547,57,Coconut,1493,Zaid,Y2,High
2011,Mangalore,2419,3193.41,26.8,Clay,Basin,2783,57,Coconut,64409,Zaid,Y2,High
2012,Mangalore,2080,3193.41,26.8,Clay,Basin,1533,54,Coconut,249978,Zaid,Y2,High
2013,Mangalore,1969,3296.26,26.8,Clay,Basin,1647,54.5,Coconut,637,Zaid,Y2,High
2014,Mangalore,1798,3296.26,37,Clay,Basin,975,56.6,Coconut,43311,Zaid,Y2,High
2015,Mangalore,1805,3296.26,37,Clay,Basin,2,55.5,Coconut,24848,Zaid,Y2,High
2012,Mangalore,1914,3193.41,38,Clay,Basin,770,53,Coconut,646,Zaid,Y2,High
2013,Mangalore,1881,3193.41,39,Clay,Spray,395,53.5,Coconut,43562,Zaid,Y2,High
2014,Mangalore,1853,3193.41,39,Clay,Spray,187,52.5,Coconut,200000,Zaid,Y2,High
2015,Mangalore,1845,3296.26,39,Clay,Spray,187,56,Coconut,4847,Zaid,Y2,High
2011,Mangalore,219,3696,27,Loam,Spray,4167,53,Coconut,1493,Zaid,Y2,High
2012,Mangalore,111,3696,27,Loam,Spray,4479,52,Coconut,64409,Zaid,Y2,High
2013,Mangalore,74,3696,27,Loam,Spray,3699,51,Coconut,249978,Zaid,Y2,High
2014,Mangalore,67,3965.94,27,Loam,Spray,4904,57,Coconut,637,Zaid,Y2,High
2015,Mangalore,16,3965.94,27,Loam,Spray,2821,57,Coconut,43311,Zaid,Y2,High
2011,Mangalore,5968,3863.64,27.2,Loam,Spray,167,54,Coconut,234581,Zaid,Y2,High
2012,Mangalore,6035,3625.6,27,Loam,Spray,71,54.5,Coconut,646,Zaid,Y2,High
2013,Mangalore,5288,3625.6,27,Loam,Spray,52,56.6,Coconut,43562,Zaid,Y2,High
2014,Mangalore,293,3625.6,27,Loam,Spray,12,55.5,Coconut,200000,Zaid,Y2,High
2015,Mangalore,5823,3905,27,Loam,Spray,51,58.5,Coconut,4847,Zaid,Y2,High
2012,Mangalore,46251,3415.5,37,Loam,Spray,841,54,Coconut,51239,Zaid,Y2,High
2013,Mangalore,159,3415.5,37,Loam,Spray,3550,58,Coconut,216396,Zaid,Y2,High
2014,Mangalore,9651,3415.5,37,Loam,Spray,109,58,Coconut,2644,Zaid,Y2,High
2012,Mangalore,46218,3296.26,40,Loam,Drip,2628,57,Cocoa,57259,Zaid,Y2,High
2013,Mangalore,128,3296.26,40,Loam,Drip,1939,57,Cocoa,234779,Zaid,Y2,High
2014,Mangalore,9455,3875.08,40,Loam,Drip,1871,60,Cocoa,1493,Zaid,Y2,High
2015,Mangalore,45936,3875.08,41,Loam,Drip,1868,57,Coffee,64409,Zaid,Y2,High
2010,Kodagu,93,3875.08,27,Sandy loam,Drip,6589,53.5,Coffee,200000,Zaid,Y2,High
2011,Kodagu,7415,4102.78,27,Sandy loam,Drip,5107,52.5,Coffee,4847,Zaid,Y2,High
2012,Kodagu,40107,4102.78,27,Sandy loam,Drip,5518,56,Coffee,51239,Zaid,Y2,High
2013,Kodagu,86,4102.78,27.2,Sandy loam,Drip,4912,57,Coffee,216396,Zaid,Y2,High
2013,Kodagu,3611,3965.94,27,Sandy loam,Drip,3550,59,Cardamum,57259,Zaid,Y2,High
2014,Kodagu,4389,3965.94,27.2,Sandy loam,Drip,109,50,Cardamum,234779,Zaid,Y2,High
2015,Mysuru,4437,3863.64,27.2,Sandy loam,Drip,3368,54,Cardamum,1493,Zaid,Y2,High
2010,Mysuru,6751,4019.4,37,Alluvial,Drip,127919,54.5,Pepper,43562,Zaid,Y2,High
2011,Mysuru,6943,4019.4,38,Alluvial,Drip,75340,56.6,Pepper,200000,Zaid,Y2,High
2013,Kasaragodu,35,3415.5,40,Alluvial,Basin,6589,56,Pepper,45186,Zaid,Y2,High
2014,Kasaragodu,5,3415.5,41,Alluvial,Basin,5107,57,Pepper,238542,Zaid,Y2,High
2010,Kasaragodu,26,3875.08,131,Alluvial,Basin,109,53,Arecanut,238542,Zaid,Y2,High
2011,Kasaragodu,1,3193.41,132,Alluvial,Basin,3368,52,Arecanut,1516,Zaid,Y2,High
2012,Kasaragodu,12362,3193.41,133,Alluvial,Basin,3671,51,Arecanut,57259,Zaid,Y2,High
2013,Kasaragodu,12603,3193.41,134,Alluvial,Basin,2404,57,Arecanut,234779,Zaid,Y2,High
2014,Kasaragodu,12761,3296.26,135,Alluvial,Basin,2805,57,Arecanut,1493,Zaid,Y2,High
2015,Kasaragodu,12887,3296.26,136,Alluvial,Basin,2331,60,Arecanut,64409,Zaid,Y2,High
2015,Kasaragodu,13508,3875.08,140,Black,Basin,1871,54.5,Ginger,24848,Zaid,Y2,High
2010,Raichur,557,3296.26,156,Black,Basin,313547,58,Tea,1516,Zaid,Y2,High
2011,Raichur,352,3296.26,157,Black,Basin,2783,58,Tea,57259,Zaid,Y2,High
2012,Raichur,190,3875.08,158,Black,Spray,1533,59,Tea,234779,Zaid,Y2,High
2013,Raichur,138,3875.08,159,Black,Spray,1647,50,Tea,1493,Zaid,Y2,High
2014,Raichur,100,3875.08,160,Black,Spray,975,54,Tea,64409,Zaid,Y2,High
2015,Raichur,68,4102.78,161,Black,Spray,2,53,Tea,249978,Zaid,Y2,High
2013,Raichur,1805,3296.26,167,Black,Spray,187,57,Paddy,234581,Zaid,Y2,High
2014,Raichur,1831,3875.08,168,Black,Spray,187,57,Paddy,646,Zaid,Y2,High
2015,Raichur,1832,3875.08,169,Black,Spray,121,54,Paddy,43562,Zaid,Y2,High
2010,Bangalore,511,3696,179,,Spray,4279,56,Paddy,238542,Zaid,Y2,High
2011,Bangalore,366,3965.94,180,,Spray,4167,57,Paddy,1516,Zaid,Y2,High
2012,Bangalore,159,3965.94,181,,Spray,4479,57.5,Paddy,200000,Zaid,Y2,High
2013,Bangalore,46,3965.94,182,,Spray,3699,57,Groundnut,4847,Zaid,Y2,High
2014,Bangalore,156,3863.64,183,,Spray,4904,55,Groundnut,51239,Zaid,Y2,High
2015,Bangalore,181,3863.64,184,,Spray,2821,56,Groundnut,216396,Zaid,Y2,High
2013,Bangalore,32,4019.4,192,,Spray,2783,52,Groundnut,57259,Zaid,Y2,High
2014,Bangalore,5377,4019.4,193,,Spray,1533,51,Groundnut,234779,Zaid,Y2,High
2015,Davangere,5968,4019.4,194,,Spray,1647,57,Groundnut,1493,Zaid,Y2,High
2012,Davangere,10657,3193.41,206,,Drip,71,53,Blackgram,4847,Zaid,Y2,High
2013,Davangere,45878,3193.41,207,,Drip,3961,53.5,Blackgram,51239,Zaid,Y2,High
2014,Davangere,185,3193.41,208,,Drip,4247,52.5,Blackgram,216396,Zaid,Y2,High
2015,Davangere,9830,3296.26,209,,Drip,3290,56,Blackgram,2644,Zaid,Y2,High
2013,Davangere,46220,4102.78,216,,Drip,4479,57,Cashew,57259,Zaid,Y2,High
2014,Davangere,144,4102.78,217,,Drip,3699,57.5,Cashew,234779,Zaid,Y2,High
2010,Davangere,42480,3863.64,27.2,,Drip,114744,59.5,Coconut,43562,Rabi,Y2,High
2011,Davangere,142,3863.64,27.2,,Drip,1402,55,Coconut,200000,Rabi,Y2,High
2012,Davangere,8084,3625.6,27.2,,Drip,23456,53,Coconut,4847,Rabi,Y2,High
2013,Davangere,42291,3625.6,27,,Drip,107809,53.5,Coconut,51239,Rabi,Y2,High
2014,Davangere,93,3625.6,27,,Drip,1132,52.5,Coconut,216396,Rabi,Y2,High
2015,Davangere,7415,3905,27,,Drip,23960,56,Coconut,2644,Rabi,Y2,High
2016,Hassan,1432,3193.41,26.8,Sandy,Basin,29170,57,Tea,203317,Kharif,Y3,High
2017,Hassan,1168,3296.26,37,Sandy,Basin,1901,55,Tea,2134,Kharif,Y3,High
2018,Hassan,4,3296.26,37,Sandy,Basin,972,56,Tea,45186,Kharif,Y3,High
2016,Hassan,1969,3696,41,Sandy,Spray,1647,57,Paddy,234581,Kharif,Y3,High
2017,Hassan,1798,3965.94,42,Sandy,Spray,975,57,Paddy,646,Kharif,Y3,High
2018,Hassan,1805,3965.94,42,Sandy,Spray,2,54,Paddy,43562,Kharif,Y3,High
2016,Mangalore,366,4019.4,27,Sandy,Spray,3290,57,Groundnut,4847,Kharif,Y3,High
2016,Mangalore,6035,3296.26,37,Sandy,Spray,71,57,Blackgram,637,Kharif,Y3,High
2017,Mangalore,5288,3296.26,37,Sandy,Spray,52,57,Blackgram,43311,Kharif,Y3,High
2018,Mangalore,293,3875.08,37,Heavy cotton,Spray,313547,54,Blackgram,24848,Kharif,Y3,High
2016,Mangalore,311,3965.94,42,Heavy cotton,Drip,121,53,Cashew,2134,Kharif,Y3,High
